t,price,spread,volume,operation_size,true_effect,return
8364,0.9958559205250931,0.0001,48169.1848226928,0.0,0.0,3.131101121045532e-06
8365,0.9958557524493703,0.0001,23193.565467561555,0.0,0.0,-1.6807572278398908e-07
8366,0.9958482576843727,0.0001,8476.261181824906,0.0,0.0,-7.494764997617587e-06
8367,0.9958413244861828,0.0001,13070.319169386974,0.0,0.0,-6.933198189895684e-06
8368,0.9958451893280152,0.0001,23331.592440277145,0.0,0.0,3.8648418324571665e-06
8369,0.9958323176966395,0.0001,24859.34728641335,0.0,0.0,-1.2871631375754866e-05
8370,0.9958382697533815,0.0001,16432.315353587095,0.0,0.0,5.952056742031253e-06
8371,0.9958320561550104,0.0001,14796.269412950167,0.0,0.0,-6.213598371163087e-06
8372,0.9958337343666025,0.0001,16252.67749676066,0.0,0.0,1.6782115921376572e-06
8373,0.9958519696745421,0.0001,20491.610440940767,0.0,0.0,1.8235307939651335e-05
8374,0.9958497535497619,0.0001,21493.233564508566,0.0,0.0,-2.2161247802410244e-06
8375,0.9958618730360815,0.0001,12721.666416479635,0.0,0.0,1.2119486319628336e-05
8376,0.9958382609299714,0.0001,24912.548132887943,0.0,0.0,-2.3612106110126874e-05
8377,0.9958320633530955,0.00030000000000000003,24797.890278621908,0.0,0.0,-6.1975768759214844e-06
8378,0.9958324281827117,0.0001,20848.25733025414,0.0,0.0,3.6482961618400367e-07
8379,0.9958577702895448,0.0001,15591.858479567241,0.0,0.0,2.53421068331372e-05
8380,0.9958319456533453,0.0001,30815.905280236162,0.0,0.0,-2.5824636199489603e-05
8381,0.995830677977108,0.0001,42693.86734148626,0.0,0.0,-1.267676237315385e-06
8382,0.9958498715379874,0.00030000000000000003,17603.98786187471,0.0,0.0,1.919356087942692e-05
8383,0.9958395279859443,0.0001,16086.769395754318,0.0,0.0,-1.0343552043101667e-05
8384,0.99583672358838,0.0001,27804.662298999396,0.0,0.0,-2.8043975642821906e-06
8385,0.9958410946333027,0.0001,12267.487434448523,0.0,0.0,4.371044922679701e-06
8386,0.9958435257469592,0.0001,11634.35911336217,0.0,0.0,2.431113656498063e-06
8387,0.9958641565844404,0.0001,15923.939748978966,0.0,0.0,2.0630837481161457e-05
8388,0.9958700657457352,0.0001,25712.74005475154,0.0,0.0,5.909161294836984e-06
8389,0.9958875606897571,0.0001,14182.710075680698,0.0,0.0,1.7494944021922976e-05
8390,0.9958828171631496,0.0001,21820.902341430814,0.0,0.0,-4.7435266075090965e-06
8391,0.9958730598841298,0.0001,8065.351944486172,0.0,0.0,-9.757279019861897e-06
8392,0.9958700857199186,0.0001,29983.30996751319,0.0,0.0,-2.974164211133612e-06
8393,0.995854813195677,0.0001,45262.22615836625,0.0,0.0,-1.527252424160519e-05
8394,0.9958611840216577,0.0001,13975.554456675416,0.0,0.0,6.37082598065053e-06
8395,0.995856099631093,0.0001,27503.031210881207,0.0,0.0,-5.084390564680241e-06
8396,0.9958472480351316,0.0001,19850.24654545371,0.0,0.0,-8.851595961423264e-06
8397,0.9958538184365849,0.0001,23227.311764814036,0.0,0.0,6.57040145335408e-06
8398,0.9958387486580255,0.0001,19478.248808913904,0.0,0.0,-1.5069778559473335e-05
8399,0.9958489009161003,0.0001,18925.165236692286,0.0,0.0,1.0152258074880294e-05
8400,0.9958425982676101,0.00030000000000000003,14522.182039220279,0.0,0.0,-6.302648490219553e-06
8401,0.9958578707042399,0.0001,12753.536725004398,0.0,0.0,1.527243662979849e-05
8402,0.9958526959322818,0.0001,38165.76204884639,0.0,0.0,-5.17477195816074e-06
8403,0.995861022073206,0.0001,9513.533959149096,0.0,0.0,8.326140924275194e-06
8404,0.9958633880152192,0.0001,21821.643123331352,0.0,0.0,2.3659420131938447e-06
8405,0.9958731897830384,0.00030000000000000003,21331.503363131687,0.0,0.0,9.80176781917308e-06
8406,0.995874638460542,0.0001,21515.680157537277,0.0,0.0,1.4486775036237631e-06
8407,0.995852721275221,0.0001,30712.75772967202,0.0,0.0,-2.191718532107423e-05
8408,0.9958660132971913,0.0001,18299.532255314345,0.0,0.0,1.329202197031254e-05
8409,0.995864857973246,0.0001,30531.085253702044,0.0,0.0,-1.1553239452899433e-06
8410,0.99587526076097,0.0001,59452.84616156671,0.0,0.0,1.0402787724017593e-05
8411,0.995884355556861,0.0001,20412.32463307528,0.0,0.0,9.094795890951524e-06
8412,0.9958741664810834,0.0001,7974.551201351062,0.0,0.0,-1.0189075777544687e-05
8413,0.9958621129932775,0.0001,20511.20882943953,0.0,0.0,-1.2053487805863128e-05
8414,0.9958707480549308,0.0001,19528.369845129877,0.0,0.0,8.635061653272658e-06
8415,0.9958667523981343,0.0001,26930.329684997432,0.0,0.0,-3.995656796540459e-06
8416,0.9958790909372626,0.0001,8127.148996403862,0.0,0.0,1.2338539128298187e-05
8417,0.9958767429336766,0.00030000000000000003,25906.485925554935,0.0,0.0,-2.3480035860057313e-06
8418,0.995890227541495,0.0001,17841.586133429282,0.0,0.0,1.3484607818470273e-05
8419,0.9958958050678027,0.00030000000000000003,32904.60778523101,0.0,0.0,5.577526307698477e-06
8420,0.9958995994715082,0.0001,16996.665014472674,0.0,0.0,3.7944037054593593e-06
8421,0.9958946714412648,0.0001,33995.81038728813,0.0,0.0,-4.928030243434023e-06
8422,0.9958977339439796,0.0001,10348.904082976069,0.0,0.0,3.062502714867854e-06
8423,0.9959134511585311,0.0001,22223.188673264314,0.0,0.0,1.571721455151387e-05
8424,0.9959127368071404,0.00030000000000000003,13549.225396914933,0.0,0.0,-7.143513907070798e-07
8425,0.9959197356449608,0.0001,17256.49203691578,0.0,0.0,6.9988378204044466e-06
8426,0.9959203464926003,0.0001,85823.08447762758,0.0,0.0,6.10847639470613e-07
8427,0.99592198829502,0.0001,13700.878287255466,0.0,0.0,1.641802419682925e-06
8428,0.9959446962255865,0.0001,18282.549480030957,0.0,0.0,2.2707930566467915e-05
8429,0.9959605304090478,0.0001,12433.245453433603,0.0,0.0,1.583418346129406e-05
8430,0.9959615766461767,0.0001,18892.159696367136,0.0,0.0,1.0462371289321482e-06
8431,0.9959644023268909,0.0001,20435.31016959641,0.0,0.0,2.8256807141913143e-06
8432,0.9959551543710005,0.0001,15255.78155475388,0.0,0.0,-9.247955890412385e-06
8433,0.9959528752707646,0.0001,48444.92396072932,0.0,0.0,-2.2791002358690804e-06
8434,0.9959569519445632,0.0001,39245.20453482483,0.0,0.0,4.076673798647512e-06
8435,0.9959681597626954,0.0001,13719.80652583264,0.0,0.0,1.1207818132130676e-05
8436,0.9959780316147989,0.0001,33135.28246460367,0.0,0.0,9.871852103549017e-06
8437,0.9959634158434163,0.0001,17325.859710888242,0.0,0.0,-1.4615771382620046e-05
8438,0.9959762887211813,0.0001,11912.509936913333,0.0,0.0,1.2872877764968926e-05
8439,0.9959751190252516,0.0001,15383.837994797661,0.0,0.0,-1.1696959296703113e-06
8440,0.9959621142722731,0.0001,11754.803493804951,0.0,0.0,-1.3004752978496015e-05
8441,0.9959797226872755,0.0001,35263.158038262,0.0,0.0,1.7608415002423605e-05
8442,0.9959990030809505,0.0001,14211.448919617513,0.0,0.0,1.928039367493639e-05
8443,0.9960024782525763,0.0001,41942.98703860005,0.0,0.0,3.475171625799689e-06
8444,0.9960118174282969,0.0001,23633.872871831467,0.0,0.0,9.339175720657344e-06
8445,0.9960219294594975,0.0001,18001.535151062242,0.0,0.0,1.0112031200604221e-05
8446,0.9960403203724039,0.0001,17136.249002602992,0.0,0.0,1.8390912906340873e-05
8447,0.9960499135175416,0.0001,52908.60263847456,0.0,0.0,9.593145137709591e-06
8448,0.9960324196884607,0.0001,22140.267660587295,0.0,0.0,-1.7493829080894585e-05
8449,0.9960589012307348,0.00030000000000000003,17117.068416612514,0.0,0.0,2.6481542274137126e-05
8450,0.9960729424931307,0.0001,33749.50085347027,0.0,0.0,1.4041262395902976e-05
8451,0.9960662289222488,0.0001,29518.54584774059,0.0,0.0,-6.713570881888842e-06
8452,0.9960526624207294,0.0001,13439.504083817617,0.0,0.0,-1.3566501519401974e-05
8453,0.9960593139217024,0.0001,22084.320484810538,0.0,0.0,6.651500973009483e-06
8454,0.9960556475237731,0.0001,8916.45645098157,0.0,0.0,-3.6663979293694027e-06
8455,0.9960599955943393,0.0001,21661.121942657344,0.0,0.0,4.3480705662624075e-06
8456,0.9960697908395334,0.0001,25773.502579060845,0.0,0.0,9.795245194066382e-06
8457,0.9960623273123327,0.0001,27554.81336290116,0.0,0.0,-7.4635272007128606e-06
8458,0.9960476212982843,0.0001,13363.263840293948,0.0,0.0,-1.4706014048404548e-05
8459,0.9960527049029586,0.0001,15225.467314154994,0.0,0.0,5.0836046743274466e-06
8460,0.9960456769008796,0.0001,24926.759537204664,0.0,0.0,-7.028002078968143e-06
8461,0.9960476018818775,0.0001,41160.789197410144,0.0,0.0,1.92498099782501e-06
8462,0.9960299020019527,0.0001,23064.09335557111,0.0,0.0,-1.7699879924726325e-05
8463,0.9960265792028032,0.00030000000000000003,16663.006904112848,0.0,0.0,-3.3227991494966247e-06
8464,0.996035999521108,0.0001,35778.838854397305,0.0,0.0,9.42031830475365e-06
8465,0.99604398338291,0.0001,23495.057476185466,0.0,0.0,7.98386180200783e-06
8466,0.9960335958545787,0.00030000000000000003,24085.546651502194,0.0,0.0,-1.0387528331268214e-05
8467,0.9960182026199277,0.0001,32822.08988005315,0.0,0.0,-1.5393234651051024e-05
8468,0.9960184103247774,0.0001,20990.988737994783,0.0,0.0,2.0770484976395664e-07
8469,0.9960258025809468,0.0001,13811.918510030451,0.0,0.0,7.3922561693029465e-06
8470,0.996031141232173,0.0001,20388.115757130898,0.0,0.0,5.338651226205471e-06
8471,0.9960243929336968,0.0001,38409.828399159655,0.0,0.0,-6.748298476133563e-06
8472,0.9960283171152848,0.0001,56745.79048426039,0.0,0.0,3.924181588010889e-06
8473,0.9960481123867201,0.0001,11975.658700289649,0.0,0.0,1.9795271435252282e-05
8474,0.9960508154053108,0.0001,49942.37281017733,0.0,0.0,2.703018590732853e-06
8475,0.9960292967918392,0.0001,18334.648656341782,0.0,0.0,-2.1518613471660508e-05
8476,0.9960319741913797,0.0001,22252.92870656124,0.0,0.0,2.677399540518266e-06
8477,0.9960589056891647,0.0001,51530.787538456134,0.0,0.0,2.6931497784987712e-05
8478,0.9960419428257972,0.0001,17946.459023806485,0.0,0.0,-1.696286336749786e-05
8479,0.9960423344826057,0.0001,19202.610907933366,0.0,0.0,3.916568085404748e-07
8480,0.9960393522514241,0.0001,15972.213252699308,0.0,0.0,-2.9822311815586033e-06
8481,0.9960406156203412,0.0001,22447.5429801967,0.0,0.0,1.2633689170371554e-06
8482,0.9960431751171928,0.0001,25742.03937015372,0.0,0.0,2.5594968515729732e-06
8483,0.9960581955669625,0.0001,15622.421042364613,0.0,0.0,1.5020449769753697e-05
8484,0.996059312684848,0.0001,45486.927474704105,0.0,0.0,1.117117885529595e-06
8485,0.9960761420571981,0.00030000000000000003,15158.795418588907,0.0,0.0,1.6829372350035676e-05
8486,0.9960745918077757,0.0001,28259.87969695789,0.0,0.0,-1.550249422388461e-06
8487,0.9960699783506993,0.0001,22320.764629392717,0.0,0.0,-4.613457076363403e-06
8488,0.9960611610907083,0.0001,41021.894222130155,0.0,0.0,-8.817259991023008e-06
8489,0.9960372188668801,0.0001,14735.7889769559,0.0,0.0,-2.3942223828177234e-05
8490,0.9960408526060386,0.0001,29327.07524727922,0.0,0.0,3.633739158459548e-06
8491,0.9960679164361478,0.0001,73905.31925181673,0.0,0.0,2.706383010919744e-05
8492,0.9960739542187016,0.0001,10712.781181366889,0.0,0.0,6.03778255381382e-06
8493,0.9960830029096026,0.0001,14040.57919382317,0.0,0.0,9.048690901014567e-06
8494,0.9960775607440524,0.0001,62441.5583197636,0.0,0.0,-5.442165550206823e-06
8495,0.9960743413689489,0.0001,20597.339454172605,0.0,0.0,-3.219375103502564e-06
8496,0.9960873151597065,0.00030000000000000003,23313.702197830422,0.0,0.0,1.2973790757597747e-05
8497,0.9961137820223099,0.0001,18654.960876388082,0.0,0.0,2.6466862603435892e-05
8498,0.9961333874577968,0.0001,50367.02116424503,0.0,0.0,1.96054354868469e-05
8499,0.996143997487395,0.0001,9830.06367846596,0.0,0.0,1.061002959823476e-05
8500,0.9961444606369447,0.0001,40884.92965417565,0.0,0.0,4.631495497120497e-07
8501,0.9961472239262676,0.0001,10522.238292196516,0.0,0.0,2.7632893229156963e-06
8502,0.9961372955955885,0.0001,10062.043528852684,0.0,0.0,-9.928330679143116e-06
8503,0.9961182143130852,0.0001,12791.212159140328,0.0,0.0,-1.90812825032749e-05
8504,0.9961033674411092,0.0001,20662.618610719917,0.0,0.0,-1.4846871976059717e-05
8505,0.9961040236141785,0.0001,15411.059261329945,0.0,0.0,6.561730693244172e-07
8506,0.9961001762783233,0.0001,14960.79847443581,0.0,0.0,-3.84733585523378e-06
8507,0.9960808146838409,0.0001,13852.300732615273,0.0,0.0,-1.9361594482347755e-05
8508,0.9960803229051419,0.0001,13972.61236979332,0.0,0.0,-4.917786989855344e-07
8509,0.9960761272172195,0.0001,13815.945722557508,0.0,0.0,-4.195687922425861e-06
8510,0.996060673576662,0.0001,24771.045075802245,0.0,0.0,-1.5453640557550052e-05
8511,0.9960557960399304,0.0001,16027.277275257484,0.0,0.0,-4.877536731506815e-06
8512,0.9960515671128299,0.0001,5810.376148221972,0.0,0.0,-4.228927100502489e-06
8513,0.9960434422051132,0.0001,21619.555234904525,0.0,0.0,-8.124907716733354e-06
8514,0.996055652156615,0.0001,32038.987492683802,0.0,0.0,1.2209951501751526e-05
8515,0.9960305792270345,0.0001,19160.239857875422,0.0,0.0,-2.5072929580427505e-05
8516,0.9960044140279265,0.0001,11726.482270268772,0.0,0.0,-2.616519910803028e-05
8517,0.996004457321938,0.0001,31968.825123350613,0.0,0.0,4.329401148694956e-08
8518,0.9960057239088695,0.0001,11089.214647132201,0.0,0.0,1.2665869315586775e-06
8519,0.99601104991093,0.0001,18758.680515123007,0.0,0.0,5.326002060490609e-06
8520,0.9960039483114107,0.0001,21787.032769726753,0.0,0.0,-7.101599519332424e-06
8521,0.9959918536033165,0.0001,37781.650186326435,0.0,0.0,-1.2094708094156914e-05
8522,0.9959917572048042,0.0001,29403.454919623222,0.0,0.0,-9.639851239473529e-08
8523,0.9959859389020015,0.0001,24815.34316746431,0.0,0.0,-5.8183028026626005e-06
8524,0.9960063760622193,0.0001,35076.89008070221,0.0,0.0,2.043716021782327e-05
8525,0.9960021039930974,0.0001,12344.904415933208,0.0,0.0,-4.2720691219022555e-06
8526,0.9960014032171928,0.0001,48532.33623671429,0.0,0.0,-7.007759046384621e-07
8527,0.9960340197150361,0.0001,4757.519878969839,0.0,0.0,3.261649784336296e-05
8528,0.9960314535237275,0.0001,44976.015720340794,0.0,0.0,-2.5661913086727495e-06
8529,0.9960387815338541,0.0001,14463.329612756579,0.0,0.0,7.328010126594897e-06
8530,0.9960472974083655,0.0001,26637.881203116056,0.0,0.0,8.515874511449972e-06
8531,0.9960569344711928,0.0001,45443.80170121744,0.0,0.0,9.637062827305698e-06
8532,0.9960607488008274,0.0001,29157.641060583675,0.0,0.0,3.814329634588276e-06
8533,0.9960633028775515,0.0001,26534.71930989174,0.0,0.0,2.5540767241150064e-06
8534,0.9960646248978986,0.0001,33967.64756758041,0.0,0.0,1.3220203470831748e-06
8535,0.9960570355118593,0.0001,10509.450539795485,0.0,0.0,-7.589386039286161e-06
8536,0.9960613245986851,0.0001,11327.931847059403,0.0,0.0,4.2890868258149695e-06
8537,0.9960880543545688,0.0001,25227.21444125122,0.0,0.0,2.6729755883692086e-05
8538,0.9961040064893784,0.0001,19954.22346472005,0.0,0.0,1.5952134809538165e-05
8539,0.9961080109609292,0.0001,18837.315540071275,0.0,0.0,4.004471550800304e-06
8540,0.9961192875086435,0.0001,40908.78193828287,0.0,0.0,1.127654771437836e-05
8541,0.9961078351104813,0.0001,39172.90175451586,0.0,0.0,-1.14523981622483e-05
8542,0.9961044025614587,0.0001,13899.837656396196,0.0,0.0,-3.43254902257506e-06
8543,0.9961168915797398,0.0001,27479.89853778885,0.0,0.0,1.248901828110327e-05
8544,0.9961364867280431,0.0001,10075.27240289697,0.0,0.0,1.959514830329745e-05
8545,0.9961263296743973,0.0001,9954.826872887632,0.0,0.0,-1.0157053645820646e-05
8546,0.9961199578389489,0.0001,14095.01286178721,0.0,0.0,-6.371835448382157e-06
8547,0.9961486999887048,0.0001,21450.73941301031,0.0,0.0,2.8742149755900392e-05
8548,0.9961499683420368,0.0001,15890.409363342967,0.0,0.0,1.2683533320290152e-06
8549,0.9961739932455064,0.0001,27601.003377779165,0.0,0.0,2.4024903469532788e-05
8550,0.9961767188299783,0.0001,21858.249217988294,0.0,0.0,2.725584471896525e-06
8551,0.9961799625400082,0.0001,38447.32912719356,0.0,0.0,3.243710029909863e-06
8552,0.9961759373441356,0.0001,28935.34813711556,0.0,0.0,-4.025195872614518e-06
8553,0.9961883565985833,0.0001,13104.813579237429,0.0,0.0,1.2419254447726402e-05
8554,0.996206246888645,0.0001,34555.164062204654,0.0,0.0,1.7890290061717273e-05
8555,0.9961926095368508,0.0001,14314.425285074729,0.0,0.0,-1.3637351794160146e-05
8556,0.9961879655930692,0.0001,27057.91578374193,0.0,0.0,-4.643943781634796e-06
8557,0.996200022811298,0.0001,17220.498887726095,0.0,0.0,1.2057218228833655e-05
8558,0.9961983158581181,0.0001,42703.67302133451,0.0,0.0,-1.7069531799140947e-06
8559,0.9961918149337641,0.0001,31748.241274094038,0.0,0.0,-6.500924354058135e-06
8560,0.9962051168195981,0.00030000000000000003,15579.165792520711,0.0,0.0,1.3301885834038352e-05
8561,0.9962196560921743,0.0001,18160.29716087098,0.0,0.0,1.4539272576219453e-05
8562,0.996213731537431,0.0001,112945.0460448434,0.0,0.0,-5.92455474335285e-06
8563,0.9962165297121278,0.0001,11725.533482697556,0.0,0.0,2.798174696838629e-06
8564,0.9962006066585862,0.0001,15368.018262993393,0.0,0.0,-1.592305354158885e-05
8565,0.9961888076615933,0.0001,15748.36692652481,0.0,0.0,-1.1798996992884447e-05
8566,0.9961904436821756,0.00030000000000000003,12339.166093391656,0.0,0.0,1.6360205822296692e-06
8567,0.996190857502937,0.0001,13004.792168772005,0.0,0.0,4.1382076143570146e-07
8568,0.9961781177918327,0.0001,20861.64019801826,0.0,0.0,-1.2739711104270413e-05
8569,0.9961686840070517,0.0001,27952.627724973776,0.0,0.0,-9.433784781021082e-06
8570,0.9961546508153093,0.0001,9931.10960844869,0.0,0.0,-1.4033191742424123e-05
8571,0.9961606467553907,0.0001,17141.883177398275,0.0,0.0,5.995940081438e-06
8572,0.9961347208325784,0.0001,14735.376028443146,0.0,0.0,-2.5925922812364277e-05
8573,0.9961213921322677,0.0001,12268.0972078449,0.0,0.0,-1.3328700310677455e-05
8574,0.9960968457221056,0.0001,36239.08749873434,0.0,0.0,-2.4546410162140653e-05
8575,0.9961023668033335,0.0001,15025.330266017461,0.0,0.0,5.52108122797712e-06
8576,0.9960786137031978,0.0001,11103.920955004294,0.0,0.0,-2.3753100135692762e-05
8577,0.9960790317720967,0.0001,34203.205175189236,0.0,0.0,4.180688988331127e-07
8578,0.996100634397798,0.0001,41176.3901840515,0.0,0.0,2.1602625701278022e-05
8579,0.996122683826526,0.0001,24805.681307856878,0.0,0.0,2.2049428728077025e-05
8580,0.9960988889050162,0.0001,13760.746433465036,0.0,0.0,-2.379492150983431e-05
8581,0.9961028207967529,0.0001,19171.27510649439,0.0,0.0,3.9318917367525685e-06
8582,0.996089789955765,0.0001,15874.69902093796,0.0,0.0,-1.3030840987915404e-05
8583,0.9960740690081348,0.0001,21489.169760237462,0.0,0.0,-1.5720947630248894e-05
8584,0.9960725739102103,0.00030000000000000003,31506.685859828034,0.0,0.0,-1.4950979244643392e-06
8585,0.9960887580672343,0.0001,21750.372055964195,0.0,0.0,1.6184157023979573e-05
8586,0.9960966592666579,0.0001,21987.650821376203,0.0,0.0,7.901199423621108e-06
8587,0.9960872364575662,0.0001,17042.368329630528,0.0,0.0,-9.422809091663709e-06
8588,0.9960965260961482,0.0001,30712.73171041144,0.0,0.0,9.28963858193299e-06
8589,0.9960669626430905,0.0001,26479.94770885867,0.0,0.0,-2.9563453057712685e-05
8590,0.9960570417111001,0.00030000000000000003,8785.917109477736,0.0,0.0,-9.920931990370363e-06
8591,0.9960461859868242,0.0001,9038.580124714195,0.0,0.0,-1.085572427594883e-05
8592,0.9960472179525484,0.0001,18660.745089126038,0.0,0.0,1.0319657242074953e-06
8593,0.996044545459472,0.0001,35786.86540877804,0.0,0.0,-2.672493076394389e-06
8594,0.9960426814141432,0.0001,39471.095770776505,0.0,0.0,-1.8640453287588343e-06
8595,0.996040379282198,0.0001,32256.485066239613,0.0,0.0,-2.3021319451865807e-06
8596,0.9960406745235213,0.0001,20428.0897047977,0.0,0.0,2.9524132327818364e-07
8597,0.9960477913738979,0.0001,45818.855467099726,0.0,0.0,7.116850376576167e-06
8598,0.9960497589829305,0.0001,15348.181854477238,0.0,0.0,1.9676090325937423e-06
8599,0.9960460123187751,0.0001,18573.457059112225,0.0,0.0,-3.7466641553685065e-06
8600,0.9960513058171512,0.0001,10824.129909100691,0.0,0.0,5.2934983760799525e-06
8601,0.9960621909505954,0.0001,18533.435157254116,0.0,0.0,1.0885133444271666e-05
8602,0.9960548646662092,0.0001,14316.091032647366,0.0,0.0,-7.3262843862664795e-06
8603,0.9960540819665085,0.0001,47521.39985727841,0.0,0.0,-7.826997007187586e-07
8604,0.9960693914297065,0.0001,43066.481903804764,0.0,0.0,1.5309463198054374e-05
8605,0.9960548612819805,0.0001,22734.521885121063,0.0,0.0,-1.453014772601069e-05
8606,0.9960786403213076,0.0001,27818.95278516377,0.0,0.0,2.3779039327043172e-05
8607,0.9960609954052236,0.0001,16283.337116741632,0.0,0.0,-1.7644916083914275e-05
8608,0.9960564448269127,0.0001,6196.093840514015,0.0,0.0,-4.55057831094674e-06
8609,0.9960439249744126,0.0001,15044.49976794188,0.0,0.0,-1.2519852500059159e-05
8610,0.996072753443847,0.0001,32015.689951137745,0.0,0.0,2.8828469434416526e-05
8611,0.9960661212248826,0.0001,27421.38522382006,0.0,0.0,-6.632218964464087e-06
8612,0.9960595220632136,0.0001,18105.38115059496,0.0,0.0,-6.599161669007536e-06
8613,0.9960546370196391,0.0001,31880.546049314973,0.0,0.0,-4.885043574431869e-06
8614,0.9960558966972377,0.0001,17406.28187732038,0.0,0.0,1.2596775985640463e-06
8615,0.9960515690968207,0.0001,12446.490470912722,0.0,0.0,-4.327600417020072e-06
8616,0.9960498181594307,0.00030000000000000003,31881.97137298872,0.0,0.0,-1.7509373899660119e-06
8617,0.9960033167352953,0.0001,16221.441212297535,0.0,0.0,-4.650142413542557e-05
8618,0.9960040698822639,0.0001,36801.94724102168,0.0,0.0,7.5314696856843e-07
8619,0.9960043045051027,0.0001,8112.546146216134,0.0,0.0,2.3462283882391688e-07
8620,0.9960179888505469,0.0001,16567.997597041707,0.0,0.0,1.3684345444242574e-05
8621,0.9960352372430159,0.00030000000000000003,29690.673055368996,0.0,0.0,1.7248392468971474e-05
8622,0.9960327639721442,0.0001,28195.91779450396,0.0,0.0,-2.4732708716612706e-06
8623,0.996043518734605,0.0001,19720.796245422243,0.0,0.0,1.075476246070739e-05
8624,0.9960290042914985,0.0001,25429.389258100047,0.0,0.0,-1.4514443106405928e-05
8625,0.9960391149146153,0.0001,23625.443975930248,0.0,0.0,1.0110623116732498e-05
8626,0.9960315718836544,0.0001,10461.75689515047,0.0,0.0,-7.543030960843744e-06
8627,0.9960159621239147,0.0001,18364.769316329217,0.0,0.0,-1.560975973968759e-05
8628,0.9960135167783687,0.0001,24678.692155994766,0.0,0.0,-2.445345546053801e-06
8629,0.9960319696230914,0.0001,28370.612051787015,0.0,0.0,1.8452844722682826e-05
8630,0.9960343545804463,0.0001,21320.813875174983,0.0,0.0,2.3849573549394876e-06
8631,0.9960540725431051,0.0001,16714.295162083952,0.0,0.0,1.971796265876069e-05
8632,0.9960442071233786,0.0001,11302.18593665628,0.0,0.0,-9.86541972647359e-06
8633,0.9960580137739582,0.0001,32092.907521664798,0.0,0.0,1.3806650579595292e-05
8634,0.9960494208109724,0.0001,30376.478898257534,0.0,0.0,-8.592962985831676e-06
8635,0.9960523897769059,0.0001,36084.436288850615,0.0,0.0,2.9689659335474516e-06
8636,0.9960552448238575,0.0001,12846.345059062034,0.0,0.0,2.855046951633078e-06
8637,0.9960639607427433,0.0001,23412.048620240308,0.0,0.0,8.71591888573775e-06
8638,0.9960672645404968,0.0001,15581.92498934801,0.0,0.0,3.3037977534844387e-06
8639,0.9960575249290355,0.0001,22544.005014246843,0.0,0.0,-9.739611461223596e-06
8640,0.9960691239915718,0.0001,94214.66335428748,0.0,0.0,1.1599062536227223e-05
8641,0.9960919405705856,0.0001,34607.40869461261,0.0,0.0,2.281657901381795e-05
8642,0.9960842482850851,0.0001,15095.94151167016,0.0,0.0,-7.692285500460194e-06
8643,0.9960600669792661,0.0001,19412.758152871593,0.0,0.0,-2.418130581904876e-05
8644,0.9960666460922506,0.0001,18378.911957199176,0.0,0.0,6.579112984517188e-06
8645,0.9960622824074106,0.0001,23434.25437459194,0.0,0.0,-4.36368484002525e-06
8646,0.9960605549756082,0.0001,10280.728698892408,0.0,0.0,-1.727431802378554e-06
8647,0.9960678832609917,0.0001,25896.187859650734,0.0,0.0,7.328285383523259e-06
8648,0.9960618697627204,0.0001,7640.311550237127,0.0,0.0,-6.013498271340012e-06
8649,0.9960583273269584,0.0001,9543.804701747118,0.0,0.0,-3.5424357619495694e-06
8650,0.9960570081364928,0.0001,59924.2954602132,0.0,0.0,-1.3191904656428832e-06
8651,0.9960763738450096,0.0001,18391.05207130423,0.0,0.0,1.93657085167942e-05
8652,0.9960767700468318,0.0001,44941.767558324325,0.0,0.0,3.962018222392061e-07
8653,0.9960604886178324,0.0001,14689.94259244342,0.0,0.0,-1.628142899945395e-05
8654,0.9960447315353108,0.0001,7702.086746811385,0.0,0.0,-1.575708252155028e-05
8655,0.9960465660506062,0.00030000000000000003,13025.442536875435,0.0,0.0,1.8345152953402888e-06
8656,0.9960316845300422,0.0001,84457.17225302977,0.0,0.0,-1.4881520563947426e-05
8657,0.9960110993741459,0.0001,10879.75618788749,0.0,0.0,-2.0585155896313267e-05
8658,0.9960194732960891,0.0001,53543.15282263727,0.0,0.0,8.373921943194418e-06
8659,0.996028492354455,0.0001,26176.227723898508,0.0,0.0,9.019058365922206e-06
8660,0.9960236417297174,0.0001,23386.57838358245,0.0,0.0,-4.850624737651188e-06
8661,0.9960275110306178,0.0001,15149.176610738123,0.0,0.0,3.8693009004608925e-06
8662,0.9960299897509213,0.0001,14036.181011211365,0.0,0.0,2.4787203034559724e-06
8663,0.9960379273232809,0.0001,29203.599759953293,0.0,0.0,7.937572359617562e-06
8664,0.996045895602911,0.00030000000000000003,42601.20652346971,0.0,0.0,7.9682796301217e-06
8665,0.9960115613235883,0.0001,24297.90485049995,0.0,0.0,-3.4334279322756345e-05
8666,0.9960083924715728,0.0001,31881.5996741888,0.0,0.0,-3.168852015456025e-06
8667,0.9960152164584244,0.0001,17804.474834898945,0.0,0.0,6.823986851589581e-06
8668,0.9960098082179731,0.0001,65286.61684667595,0.0,0.0,-5.408240451254542e-06
8669,0.9960102852296289,0.0001,24817.227593100513,0.0,0.0,4.770116557306636e-07
8670,0.9960201765703852,0.0001,60876.36998335759,0.0,0.0,9.891340756351674e-06
8671,0.9960212428539572,0.0001,13594.202981414242,0.0,0.0,1.0662835719932318e-06
8672,0.9960411114368174,0.0001,21536.288970916597,0.0,0.0,1.9868582860183004e-05
